FIPS_Code,Less_hschool_diploma_2015_2019,Hschool_diploma_only_2015_2019,some_college,Fouryr_college_degree_or_higher,Value,state,county_name,total_votes,winning_party
31043,"2,923","4,399","3,516",13,2083,NEBRASKA,DAKOTA,3926,REPUBLICAN
31045,205,"1,337","1,743",36.9,1280,NEBRASKA,DAWES,2931,REPUBLICAN
31047,"3,367","4,826","4,668",15.8,2762,NEBRASKA,DAWSON,6524,REPUBLICAN
31049,146,455,537,15.9,201,NEBRASKA,DEUEL,871,REPUBLICAN
31051,467,"1,366","1,215",21.2,480,NEBRASKA,DIXON,651,DEMOCRAT
31053,"2,727","8,641","8,541",19,3349,NEBRASKA,DODGE,5544,DEMOCRAT
31055,"34,494","78,011","107,622",39.7,57105,NEBRASKA,DOUGLAS,150350,DEMOCRAT
31057,220,316,464,23.3,223,NEBRASKA,DUNDY,883,REPUBLICAN
31059,321,"1,361","1,512",21.4,448,NEBRASKA,FILLMORE,693,DEMOCRAT
31061,169,792,894,17.3,421,NEBRASKA,FRANKLIN,276,DEMOCRAT
31063,74,530,822,21.5,321,NEBRASKA,FRONTIER,189,DEMOCRAT
31065,378,"1,110","1,288",17.4,557,NEBRASKA,FURNAS,399,DEMOCRAT
31067,"1,523","5,427","5,100",20.8,2363,NEBRASKA,GAGE,7445,REPUBLICAN
31069,85,459,573,22.5,272,NEBRASKA,GARDEN,161,DEMOCRAT
31071,54,460,581,25.5,231,NEBRASKA,GARFIELD,933,REPUBLICAN
31073,111,434,566,29.5,172,NEBRASKA,GOSPER,893,REPUBLICAN
31075,14,167,160,26.8,60,NEBRASKA,GRANT,375,REPUBLICAN
31077,101,569,719,16.3,286,NEBRASKA,GREELEY,229,DEMOCRAT
31079,"6,041","12,291","12,511",21.5,6123,NEBRASKA,HALL,7681,DEMOCRAT
31081,311,"1,894","2,536",25,593,NEBRASKA,HAMILTON,4309,REPUBLICAN
31083,164,639,"1,022",22.4,366,NEBRASKA,HARLAN,282,DEMOCRAT
31085,64,172,299,18.3,138,NEBRASKA,HAYES,494,REPUBLICAN
31087,158,675,825,17.6,309,NEBRASKA,HITCHCOCK,175,DEMOCRAT
31089,456,"2,318","2,674",22.4,1098,NEBRASKA,HOLT,686,DEMOCRAT
31091,33,180,163,26.4,54,NEBRASKA,HOOKER,59,DEMOCRAT
31093,228,"1,618","1,676",21.1,641,NEBRASKA,HOWARD,648,DEMOCRAT
31095,457,"1,919","1,855",17.8,655,NEBRASKA,JEFFERSON,2616,REPUBLICAN
31097,516,"1,615",984,17.5,448,NEBRASKA,JOHNSON,647,DEMOCRAT
31099,158,"1,289","1,793",26.7,488,NEBRASKA,KEARNEY,701,DEMOCRAT
31101,505,"1,895","2,351",20.5,885,NEBRASKA,KEITH,763,DEMOCRAT
31103,25,163,192,25,152,NEBRASKA,KEYA PAHA,49,DEMOCRAT
31105,301,968,969,16.1,433,NEBRASKA,KIMBALL,268,DEMOCRAT
31107,459,"1,975","2,140",21.6,986,NEBRASKA,KNOX,905,DEMOCRAT
31109,"12,282","41,828","63,367",39.5,32535,NEBRASKA,LANCASTER,82293,DEMOCRAT
31111,"1,577","6,944","10,187",23.2,3682,NEBRASKA,LINCOLN,3692,DEMOCRAT
31113,37,186,273,19.6,66,NEBRASKA,LOGAN,407,REPUBLICAN
31115,9,136,200,25.3,100,NEBRASKA,LOUP,75,DEMOCRAT
31117,35,77,140,22,62,NEBRASKA,MCPHERSON,275,REPUBLICAN
31119,"2,195","6,971","8,480",23,3446,NEBRASKA,MADISON,3478,DEMOCRAT
31121,317,"1,944","2,264",17.8,832,NEBRASKA,MERRICK,743,DEMOCRAT
31123,421,"1,085","1,201",19.5,598,NEBRASKA,MORRILL,386,DEMOCRAT
31125,173,952,939,18.3,351,NEBRASKA,NANCE,359,DEMOCRAT
31127,376,"1,371","1,566",27.8,768,NEBRASKA,NEMAHA,921,DEMOCRAT
31129,248,"1,045","1,135",20.9,458,NEBRASKA,NUCKOLLS,409,DEMOCRAT
31131,784,"3,831","3,690",23.4,1304,NEBRASKA,OTOE,5649,REPUBLICAN
31133,238,782,577,17.1,334,NEBRASKA,PAWNEE,322,DEMOCRAT
31135,240,517,685,28.1,269,NEBRASKA,PERKINS,199,DEMOCRAT
31137,421,"1,877","2,508",23.5,873,NEBRASKA,PHELPS,752,DEMOCRAT
31139,222,"1,610","1,888",23.2,655,NEBRASKA,PIERCE,480,DEMOCRAT
31141,"2,411","6,482","8,139",21.8,2960,NEBRASKA,PLATTE,3260,DEMOCRAT
31143,313,"1,129","1,402",21.8,354,NEBRASKA,POLK,530,DEMOCRAT
31145,549,"2,400","3,006",19.1,1231,NEBRASKA,RED WILLOW,811,DEMOCRAT
31147,448,"2,092","2,137",19,946,NEBRASKA,RICHARDSON,996,DEMOCRAT
31149,34,346,402,23.2,184,NEBRASKA,ROCK,84,DEMOCRAT
31151,"1,465","2,953","2,876",17.8,1212,NEBRASKA,SALINE,3631,REPUBLICAN
31153,"5,233","25,175","39,399",39.8,10930,NEBRASKA,SARPY,51979,REPUBLICAN
31155,982,"4,481","5,319",25.4,1462,NEBRASKA,SAUNDERS,9108,REPUBLICAN
31157,"2,900","6,942","8,784",22.9,4494,NEBRASKA,SCOTTS BLUFF,4196,DEMOCRAT
31159,652,"3,107","3,963",28.9,1138,NEBRASKA,SEWARD,6490,REPUBLICAN
31161,351,"1,220","1,298",22.8,738,NEBRASKA,SHERIDAN,340,DEMOCRAT
31163,156,804,811,20.2,362,NEBRASKA,SHERMAN,343,DEMOCRAT
31165,57,246,278,30.6,185,NEBRASKA,SIOUX,72,DEMOCRAT
31167,258,"1,284","1,796",17.8,410,NEBRASKA,STANTON,532,DEMOCRAT
31169,274,"1,276","1,359",18.8,527,NEBRASKA,THAYER,624,DEMOCRAT
31171,29,108,219,24.7,100,NEBRASKA,THOMAS,45,DEMOCRAT
31173,422,"1,271","1,541",16.4,1769,NEBRASKA,THURSTON,1180,REPUBLICAN
31175,231,"1,023","1,014",24.2,425,NEBRASKA,VALLEY,412,DEMOCRAT
31177,613,"4,366","4,700",29.9,1386,NEBRASKA,WASHINGTON,8583,REPUBLICAN
31179,213,"1,470","1,928",32.4,987,NEBRASKA,WAYNE,3055,REPUBLICAN
31181,152,871,867,23,414,NEBRASKA,WEBSTER,335,DEMOCRAT
31183,27,197,265,19.4,96,NEBRASKA,WHEELER,59,DEMOCRAT
31185,600,"2,595","3,470",28.4,1205,NEBRASKA,YORK,5337,REPUBLICAN
32000,"272,132","574,254","692,618",24.7,384900,,,,
32001,"1,410","5,310","6,937",18.8,2871,NEVADA,CHURCHILL,9367,REPUBLICAN
32003,"207,228","424,198","493,500",24.5,296767,NEVADA,CLARK,521777,DEMOCRAT
32005,"2,521","9,043","14,614",29.4,3930,NEVADA,DOUGLAS,21623,REPUBLICAN
32007,"4,560","10,936","12,336",16.6,5714,NEVADA,ELKO,4555,DEMOCRAT
32009,94,326,254,16.1,120,NEVADA,ESMERALDA,72,DEMOCRAT
32011,73,638,517,8.8,201,NEVADA,EUREKA,887,REPUBLICAN
32013,"1,953","3,426","3,871",16.8,1829,NEVADA,HUMBOLDT,5877,REPUBLICAN
32015,453,"1,471","1,467",12.4,602,NEVADA,LANDER,496,DEMOCRAT
32017,513,"1,272","1,200",19.6,674,NEVADA,LINCOLN,330,DEMOCRAT
32019,"5,140","12,832","15,472",14.4,5831,NEVADA,LYON,8472,DEMOCRAT
32021,357,"1,160","1,243",14.9,708,NEVADA,MINERAL,824,DEMOCRAT
32023,"4,742","13,297","12,434",10.7,7317,NEVADA,NYE,7287,DEMOCRAT
32027,992,"1,932","1,692",11.1,864,NEVADA,PERSHING,547,DEMOCRAT
32029,192,838,"1,040",31.4,290,NEVADA,STOREY,900,DEMOCRAT
32031,"35,940","74,437","108,405",30.8,49598,NEVADA,WASHOE,128052,DEMOCRAT
32033,843,"2,933","2,357",13.2,1126,NEVADA,WHITE PINE,856,DEMOCRAT
32510,"5,121","10,205","15,279",22.2,6458,NEVADA,CARSON CITY,16113,REPUBLICAN
33000,"66,206","263,321","275,073",37,98310,,,,
33001,"3,074","13,299","14,054",32.6,5139,NEW HAMPSHIRE,BELKNAP,20899,REPUBLICAN
33003,"2,177","11,034","11,366",34.3,4370,NEW HAMPSHIRE,CARROLL,16649,DEMOCRAT
33005,"3,532","16,694","15,345",33.1,6977,NEW HAMPSHIRE,CHESHIRE,25522,DEMOCRAT
33007,"2,954","9,474","7,442",18.2,4062,NEW HAMPSHIRE,COOS,8617,REPUBLICAN
33009,"4,529","16,759","16,287",40.6,7601,NEW HAMPSHIRE,GRAFTON,33180,DEMOCRAT
33011,"22,986","75,053","82,179",38.1,30494,NEW HAMPSHIRE,HILLSBOROUGH,122344,DEMOCRAT
33013,"7,200","29,541","31,898",35.6,9194,NEW HAMPSHIRE,MERRIMACK,48533,DEMOCRAT
33015,"10,847","56,498","63,117",41.4,15522,NEW HAMPSHIRE,ROCKINGHAM,95858,REPUBLICAN
33017,"6,097","23,313","24,844",35.8,10645,NEW HAMPSHIRE,STRAFFORD,41721,DEMOCRAT
33019,"2,810","11,656","8,541",28.1,4305,NEW HAMPSHIRE,SULLIVAN,12390,DEMOCRAT
34000,"625,931","1,670,942","1,408,555",39.7,795676,,,,
34001,"24,010","59,017","49,700",28.1,29057,NEW JERSEY,ATLANTIC,73808,DEMOCRAT
34003,"49,161","148,853","134,472",49.3,52980,NEW JERSEY,BERGEN,285967,DEMOCRAT
34005,"19,630","88,177","86,787",38,24961,NEW JERSEY,BURLINGTON,154595,DEMOCRAT
34007,"39,407","102,941","93,034",32.5,53641,NEW JERSEY,CAMDEN,86207,REPUBLICAN
34009,"5,217","22,350","19,331",32.8,8853,NEW JERSEY,CAPE MAY,33158,REPUBLICAN
34011,"21,262","40,651","25,155",15.6,19261,NEW JERSEY,CUMBERLAND,32742,DEMOCRAT
34013,"74,374","149,902","120,755",35.5,107745,NEW JERSEY,ESSEX,75475,REPUBLICAN
34015,"14,285","64,305","56,006",33,21602,NEW JERSEY,GLOUCESTER,86702,DEMOCRAT
34017,"72,615","120,211","83,126",42.3,90976,NEW JERSEY,HUDSON,65698,REPUBLICAN
34019,"4,457","18,617","18,926",52.7,4794,NEW JERSEY,HUNTERDON,43153,REPUBLICAN
34021,"28,459","60,780","52,828",42.6,41600,NEW JERSEY,MERCER,51641,REPUBLICAN
34023,"57,834","143,647","119,053",43.6,68514,NEW JERSEY,MIDDLESEX,226250,DEMOCRAT
34025,"28,643","102,013","104,552",46,37725,NEW JERSEY,MONMOUTH,191808,REPUBLICAN
34027,"18,978","69,396","70,471",54.1,25678,NEW JERSEY,MORRIS,153881,DEMOCRAT
34029,"32,816","139,398","114,790",30,53950,NEW JERSEY,OCEAN,217740,REPUBLICAN
34031,"54,276","115,311","70,179",28.2,65342,NEW JERSEY,PASSAIC,92009,REPUBLICAN
34033,"4,924","16,934","12,951",21,7000,NEW JERSEY,SALEM,18827,REPUBLICAN
34035,"12,561","46,588","44,895",54.7,17409,NEW JERSEY,SOMERSET,71996,REPUBLICAN
34037,"5,190","30,944","28,481",36.1,7180,NEW JERSEY,SUSSEX,51698,REPUBLICAN
34039,"51,403","107,758","82,006",36,50094,NEW JERSEY,UNION,80002,REPUBLICAN
34041,"6,429","23,149","21,057",33,7313,NEW JERSEY,WARREN,34769,REPUBLICAN
35000,"202,250","371,338","446,264",27.3,358526,,,,
35001,"51,699","108,101","145,934",34.4,103458,NEW MEXICO,BERNALILLO,193757,DEMOCRAT
35003,168,"1,337",889,15.7,723,NEW MEXICO,CATRON,595,DEMOCRAT
35005,"9,015","11,466","13,462",18,11376,NEW MEXICO,CHAVES,6381,DEMOCRAT
35006,"3,078","5,839","6,643",14.2,6137,NEW MEXICO,CIBOLA,4745,DEMOCRAT
35007,"1,076","2,685","3,395",21.7,1961,NEW MEXICO,COLFAX,3271,REPUBLICAN
35009,"5,528","8,154","10,991",19.2,8868,NEW MEXICO,CURRY,4307,DEMOCRAT
35011,180,415,401,13,323,NEW MEXICO,DE BACA,656,REPUBLICAN
35013,"26,914","29,734","38,768",27.1,50726,NEW MEXICO,DONA ANA,47957,DEMOCRAT
35015,"5,799","13,638","11,770",16.2,6474,NEW MEXICO,EDDY,5424,DEMOCRAT
35017,"2,496","5,276","6,425",28.8,4772,NEW MEXICO,GRANT,7590,DEMOCRAT
35019,573,"1,571",914,7.6,874,NEW MEXICO,GUADALUPE,917,REPUBLICAN
35021,52,94,132,21.7,96,NEW MEXICO,HARDING,319,REPUBLICAN
35023,526,"1,044",967,14.6,942,NEW MEXICO,HIDALGO,823,DEMOCRAT
35025,"10,856","13,288","12,296",13.6,10399,NEW MEXICO,LEA,4061,DEMOCRAT
35027,"1,543","4,385","4,968",25.8,2657,NEW MEXICO,LINCOLN,6942,REPUBLICAN
35028,317,"1,168","2,837",67.4,683,NEW MEXICO,LOS ALAMOS,7554,DEMOCRAT
35029,"4,647","5,293","3,517",12.5,5488,NEW MEXICO,LUNA,4408,REPUBLICAN
35031,"10,059","15,197","13,898",11.4,21294,NEW MEXICO,MCKINLEY,7801,REPUBLICAN
35033,379,"1,198","1,554",11,956,NEW MEXICO,MORA,903,REPUBLICAN
35035,"7,233","11,876","16,854",17.5,13054,NEW MEXICO,OTERO,8485,DEMOCRAT
35037,"1,073","2,116","1,730",17.1,1781,NEW MEXICO,QUAY,2634,REPUBLICAN
35039,"3,629","8,596","9,340",19.3,8542,NEW MEXICO,RIO ARRIBA,5408,REPUBLICAN
35041,"2,161","3,035","3,029",23.9,3257,NEW MEXICO,ROOSEVELT,4634,REPUBLICAN
35043,"9,881","24,940","33,270",30.5,14627,NEW MEXICO,SANDOVAL,40588,DEMOCRAT
35045,"12,305","24,860","32,208",14.9,24358,NEW MEXICO,SAN JUAN,32874,REPUBLICAN
35047,"3,285","5,427","6,714",21.4,6239,NEW MEXICO,SAN MIGUEL,7888,DEMOCRAT
35049,"11,813","24,722","28,794",41,18378,NEW MEXICO,SANTA FE,62530,DEMOCRAT
35051,"1,384","2,470","2,955",21.1,2899,NEW MEXICO,SIERRA,3542,REPUBLICAN
35053,"2,003","4,122","2,472",22,4171,NEW MEXICO,SOCORRO,3722,DEMOCRAT
35055,"2,401","6,864","8,082",28.7,5922,NEW MEXICO,TAOS,3715,REPUBLICAN
35057,"1,657","4,063","3,449",14.8,3198,NEW MEXICO,TORRANCE,4772,REPUBLICAN
35059,547,"1,413",706,11.7,684,NEW MEXICO,UNION,383,DEMOCRAT
35061,"7,973","16,951","16,900",18.5,13210,NEW MEXICO,VALENCIA,17364,REPUBLICAN
36000,"1,796,594","3,541,274","3,308,262",36.6,2471760,MISSOURI,KANSAS CITY,26393,REPUBLICAN
36001,"16,106","47,042","56,068",41.8,33970,NEW YORK,ALBANY,99474,DEMOCRAT
36003,"2,770","11,012","9,988",20.9,7491,NEW YORK,ALLEGANY,6048,DEMOCRAT
36005,"253,249","259,572","230,175",20.1,361834,NEW YORK,BRONX,67740,REPUBLICAN
36007,"11,927","40,302","39,490",28.4,31962,NEW YORK,BROOME,47010,DEMOCRAT
36009,"5,894","20,715","16,159",19.1,10821,NEW YORK,CATTARAUGUS,22155,REPUBLICAN
36011,"6,772","18,436","17,705",22.6,10058,NEW YORK,CAYUGA,19512,REPUBLICAN
36013,"10,019","31,774","27,808",22.2,19896,NEW YORK,CHAUTAUQUA,34853,REPUBLICAN
36015,"5,787","21,042","18,912",23.3,11221,NEW YORK,CHEMUNG,21922,REPUBLICAN
36017,"4,088","13,380","10,470",18.7,6368,NEW YORK,CHENANGO,8290,DEMOCRAT
36019,"6,819","20,807","14,964",22.9,10950,NEW YORK,CLINTON,18364,DEMOCRAT
36021,"4,429","13,653","12,603",32.7,5883,NEW YORK,COLUMBIA,20386,DEMOCRAT
36023,"2,798","9,663","9,233",28,7542,NEW YORK,CORTLAND,10789,REPUBLICAN
36025,"3,627","12,319","9,431",22.6,5290,NEW YORK,DELAWARE,9143,DEMOCRAT
36027,"18,362","55,135","60,058",35,23693,NEW YORK,DUTCHESS,81443,DEMOCRAT
36029,"52,928","178,202","192,920",34.4,118386,NEW YORK,ERIE,267174,DEMOCRAT
36031,"2,447","9,871","8,666",26.8,4338,NEW YORK,ESSEX,9947,DEMOCRAT
36033,"4,422","13,214","10,740",19.1,8017,NEW YORK,FRANKLIN,9668,REPUBLICAN
36035,"4,898","13,766","12,905",18.2,8533,NEW YORK,FULTON,7931,DEMOCRAT
36037,"3,205","14,864","14,055",22.3,5825,NEW YORK,GENESEE,9625,DEMOCRAT
36039,"4,709","13,689","9,157",22.1,5589,NEW YORK,GREENE,14271,REPUBLICAN
36041,804,969,"1,193",16.8,433,NEW YORK,HAMILTON,2225,REPUBLICAN
36043,"4,446","16,144","13,747",21.5,8235,NEW YORK,HERKIMER,9937,DEMOCRAT
36045,"6,416","24,858","24,361",22.2,15168,NEW YORK,JEFFERSON,25629,REPUBLICAN
36047,"313,615","458,191","340,996",37.5,446923,NEW YORK,KINGS,703310,DEMOCRAT
36049,"1,809","8,198","4,971",18.4,3208,NEW YORK,LEWIS,8894,REPUBLICAN
36051,"4,009","13,617","13,763",26.5,7916,NEW YORK,LIVINGSTON,18182,REPUBLICAN
36053,"3,831","16,683","14,882",26.2,6488,NEW YORK,MADISON,18408,REPUBLICAN
36055,"49,395","119,716","145,516",38.6,90791,NEW YORK,MONROE,225746,DEMOCRAT
36057,"4,503","12,106","11,506",17.8,7652,NEW YORK,MONTGOMERY,7977,DEMOCRAT
36059,"81,146","213,909","214,545",46,74435,NEW YORK,NASSAU,396504,DEMOCRAT
36061,"158,971","155,198","169,148",61.3,222672,NEW YORK,NEW YORK,85185,REPUBLICAN
36063,"13,277","50,066","50,303",24.6,25407,NEW YORK,NIAGARA,56068,REPUBLICAN
36065,"18,349","50,633","49,041",25.7,31586,NEW YORK,ONEIDA,57180,REPUBLICAN
36067,"28,391","80,217","93,903",35.9,61412,NEW YORK,ONONDAGA,90619,REPUBLICAN
36069,"4,704","20,395","24,049",36.3,8645,NEW YORK,ONTARIO,29039,REPUBLICAN
36071,"24,903","71,028","73,209",30.3,46013,NEW YORK,ORANGE,84996,REPUBLICAN
36073,"3,620","11,300","9,803",16.2,5020,NEW YORK,ORLEANS,5587,DEMOCRAT
36075,"9,455","30,006","25,429",19,17530,NEW YORK,OSWEGO,32138,REPUBLICAN
36077,"3,308","12,494","11,735",31.1,8809,NEW YORK,OTSEGO,14382,REPUBLICAN
36079,"4,930","19,139","18,549",39.6,5016,NEW YORK,PUTNAM,29283,REPUBLICAN
36081,"295,810","453,171","367,155",32.2,245941,NEW YORK,QUEENS,569038,DEMOCRAT
36083,"9,071","32,369","34,519",32,17506,NEW YORK,RENSSELAER,40969,DEMOCRAT
36085,"37,207","100,452","81,026",33.9,42807,NEW YORK,RICHMOND,90997,DEMOCRAT
36087,"24,008","45,877","50,052",41.1,40031,NEW YORK,ROCKLAND,75802,DEMOCRAT
36089,"8,125","26,380","20,091",23.8,18348,NEW YORK,ST. LAWRENCE,24608,REPUBLICAN
36091,"9,735","40,531","45,288",41.4,13482,NEW YORK,SARATOGA,68471,DEMOCRAT
36093,"9,914","31,497","31,026",32.1,18363,NEW YORK,SCHENECTADY,42465,DEMOCRAT
36095,"2,308","7,970","7,026",22.4,3600,NEW YORK,SCHOHARIE,9903,REPUBLICAN
36097,"1,268","4,430","4,428",23.5,2763,NEW YORK,SCHUYLER,5621,REPUBLICAN
36099,"3,758","8,702","7,043",21.1,4302,NEW YORK,SENECA,8329,REPUBLICAN
36101,"6,475","25,012","20,500",23.6,14089,NEW YORK,STEUBEN,29474,REPUBLICAN
36103,"97,090","281,922","277,165",36.3,97920,NEW YORK,SUFFOLK,375821,REPUBLICAN
36105,"7,038","17,945","14,951",24.8,11745,NEW YORK,SULLIVAN,18665,REPUBLICAN
36107,"3,064","12,472","10,138",26,4485,NEW YORK,TIOGA,9634,DEMOCRAT
36109,"3,326","11,347","13,111",53.5,15079,NEW YORK,TOMPKINS,33619,DEMOCRAT
36111,"12,059","38,710","37,174",32.5,20451,NEW YORK,ULSTER,57970,DEMOCRAT
36113,"3,854","14,653","14,333",31.3,6399,NEW YORK,WARREN,17699,REPUBLICAN
36115,"5,440","17,429","12,888",20.5,6917,NEW YORK,WASHINGTON,15941,REPUBLICAN
36117,"6,934","21,531","20,982",22.6,10093,NEW YORK,WAYNE,26204,REPUBLICAN
36119,"79,762","128,492","133,103",48.9,79545,NEW YORK,WESTCHESTER,312371,DEMOCRAT
36121,"2,938","11,614","9,350",17.7,3598,NEW YORK,WYOMING,5073,DEMOCRAT
36123,"2,272","5,443","4,757",25.2,3271,NEW YORK,YATES,6208,REPUBLICAN
37000,"853,396","1,791,532","2,156,078",31.3,1383760,,,,
37001,"15,046","30,386","37,150",24.8,23890,NORTH CAROLINA,ALAMANCE,5289,REPUBLICAN
37003,"4,724","10,371","7,920",14.2,4193,NORTH CAROLINA,ALEXANDER,903,DEMOCRAT
37005,"1,896","2,438","2,627",17.3,1862,NORTH CAROLINA,ALLEGHANY,941,DEMOCRAT
37007,"3,470","7,243","5,268",11.3,4861,NORTH CAROLINA,ANSON,593,DEMOCRAT
37009,"3,028","6,470","6,856",19.7,3946,NORTH CAROLINA,ASHE,923,REPUBLICAN
37011,"2,191","4,024","4,354",20.7,2481,NORTH CAROLINA,AVERY,66,REPUBLICAN
37013,"4,201","11,115","11,823",20.6,8164,NORTH CAROLINA,BEAUFORT,6341,DEMOCRAT
37015,"3,113","5,487","3,832",13.6,4256,NORTH CAROLINA,BERTIE,9,REPUBLICAN
37017,"4,474","8,001","7,705",15.8,6876,NORTH CAROLINA,BLADEN,792,DEMOCRAT
37019,"9,082","29,021","34,830",29.9,14423,NORTH CAROLINA,BRUNSWICK,7904,REPUBLICAN
37021,"16,862","43,838","52,263",40.1,31045,NORTH CAROLINA,BUNCOMBE,7081,DEMOCRAT
37023,"11,978","20,488","22,033",16.4,16123,NORTH CAROLINA,BURKE,8409,DEMOCRAT
37025,"13,791","34,462","44,434",32.3,16932,NORTH CAROLINA,CABARRUS,7184,REPUBLICAN
37027,"11,827","19,175","18,714",15.7,9728,NORTH CAROLINA,CALDWELL,6455,DEMOCRAT
37029,"1,004","2,188","2,977",17.1,819,NORTH CAROLINA,CAMDEN,3,DEMOCRAT
37031,"4,383","13,388","19,260",29.1,7102,NORTH CAROLINA,CARTERET,7759,DEMOCRAT
37033,"3,269","5,619","5,163",15.9,3438,NORTH CAROLINA,CASWELL,917,DEMOCRAT
37035,"15,391","32,708","36,293",22.6,20898,NORTH CAROLINA,CATAWBA,5977,DEMOCRAT
37037,"5,795","11,048","13,247",42.4,6400,NORTH CAROLINA,CHATHAM,9750,DEMOCRAT
37039,"2,754","7,284","7,386",19,4997,NORTH CAROLINA,CHEROKEE,7401,REPUBLICAN
37041,"1,402","3,536","3,360",21.7,2528,NORTH CAROLINA,CHOWAN,9,REPUBLICAN
37041,"1,402","3,536","3,360",21.7,2528,NORTH CAROLINA,CHOWAN,9,DEMOCRAT
37043,992,"2,798","2,602",23.7,1554,NORTH CAROLINA,CLAY,437,DEMOCRAT
37045,"10,545","22,995","21,561",17.6,18230,NORTH CAROLINA,CLEVELAND,7057,REPUBLICAN
37047,"6,705","14,323","12,934",13.8,11654,NORTH CAROLINA,COLUMBUS,869,REPUBLICAN
37049,"7,569","17,554","25,298",25.3,13385,NORTH CAROLINA,CRAVEN,85,REPUBLICAN
37051,"18,606","53,420","81,380",25.5,57342,NORTH CAROLINA,CUMBERLAND,6032,REPUBLICAN
37053,"1,784","5,410","7,190",23.5,2419,NORTH CAROLINA,CURRITUCK,795,DEMOCRAT
37055,"1,556","6,147","9,886",34.7,3284,NORTH CAROLINA,DARE,9076,REPUBLICAN
37057,"18,692","38,135","37,903",18.5,25099,NORTH CAROLINA,DAVIDSON,6173,DEMOCRAT
37059,"3,694","9,665","9,615",24,4632,NORTH CAROLINA,DAVIE,828,DEMOCRAT
37061,"9,591","12,706","12,783",12.1,10288,NORTH CAROLINA,DUPLIN,8930,REPUBLICAN
37063,"24,947","37,969","48,045",48.2,43009,NORTH CAROLINA,DURHAM,93803,DEMOCRAT
37065,"6,859","13,614","10,933",13.6,10625,NORTH CAROLINA,EDGECOMBE,6047,REPUBLICAN
37067,"27,106","64,685","74,308",34,56484,NORTH CAROLINA,FORSYTH,69785,DEMOCRAT
37069,"6,372","13,734","15,856",22,7908,NORTH CAROLINA,FRANKLIN,54,REPUBLICAN
37071,"22,997","46,499","49,887",21.2,25710,NORTH CAROLINA,GASTON,9579,DEMOCRAT
37073,915,"3,171","3,077",14.3,1680,NORTH CAROLINA,GATES,4,DEMOCRAT
37075,"1,103","2,204","1,986",12.9,1391,NORTH CAROLINA,GRAHAM,961,REPUBLICAN
37077,"6,566","12,836","13,057",22.5,8313,NORTH CAROLINA,GRANVILLE,45,REPUBLICAN
37079,"3,744","4,932","4,653",11,3715,NORTH CAROLINA,GREENE,8,REPUBLICAN
37079,"3,744","4,932","4,653",11,3715,NORTH CAROLINA,GREENE,8,DEMOCRAT
37081,"38,516","81,878","104,820",36,83004,NORTH CAROLINA,GUILFORD,73211,REPUBLICAN
37083,"7,730","13,453","9,742",14.4,11533,NORTH CAROLINA,HALIFAX,87,DEMOCRAT
37085,"10,720","25,577","30,560",21.9,20597,NORTH CAROLINA,HARNETT,93,DEMOCRAT
37087,"5,495","12,075","16,329",26,6536,NORTH CAROLINA,HAYWOOD,7473,DEMOCRAT
37089,"8,618","20,649","29,047",31.8,12349,NORTH CAROLINA,HENDERSON,9,DEMOCRAT
37091,"3,199","5,446","5,526",14.9,4829,NORTH CAROLINA,HERTFORD,984,REPUBLICAN
37093,"4,480","9,955","14,086",17.7,9149,NORTH CAROLINA,HOKE,8277,DEMOCRAT
37095,732,"1,476","1,254",9.2,853,NORTH CAROLINA,HYDE,9,REPUBLICAN
37097,"12,967","34,094","39,318",28.4,14812,NORTH CAROLINA,IREDELL,7075,REPUBLICAN
37099,"2,916","7,359","8,815",30.4,7661,NORTH CAROLINA,JACKSON,968,DEMOCRAT
37101,"17,163","36,367","47,399",22.9,25901,NORTH CAROLINA,JOHNSTON,90,DEMOCRAT
37103,"1,366","2,490","2,502",12.2,1747,NORTH CAROLINA,JONES,9,REPUBLICAN
37105,"6,733","10,933","14,311",21.5,8634,NORTH CAROLINA,LEE,8096,DEMOCRAT
37107,"8,049","12,649","13,004",14.9,12750,NORTH CAROLINA,LENOIR,9749,DEMOCRAT
37109,"7,166","18,360","19,927",23,7682,NORTH CAROLINA,LINCOLN,8404,DEMOCRAT
37111,"5,289","10,644","11,193",17.4,6048,NORTH CAROLINA,MCDOWELL,970,DEMOCRAT
37113,"2,820","8,136","9,033",23.8,5093,NORTH CAROLINA,MACON,9526,REPUBLICAN
37115,"1,995","4,793","4,166",28.5,3020,NORTH CAROLINA,MADISON,9,DEMOCRAT
37117,"2,745","5,590","5,455",16.4,4589,NORTH CAROLINA,MARTIN,753,DEMOCRAT
37119,"70,077","122,512","201,185",45.4,112863,NORTH CAROLINA,MECKLENBURG,598,DEMOCRAT
37121,"1,642","3,668","3,518",20.5,2180,NORTH CAROLINA,MITCHELL,7,DEMOCRAT
37123,"3,892","6,556","5,549",15.7,4218,NORTH CAROLINA,MONTGOMERY,978,DEMOCRAT
37125,"6,532","15,168","22,173",37.4,11254,NORTH CAROLINA,MOORE,90,REPUBLICAN
37127,"9,320","21,839","20,182",20.8,15065,NORTH CAROLINA,NASH,5320,REPUBLICAN
37129,"10,530","33,277","48,832",40.6,29519,NORTH CAROLINA,NEW HANOVER,9853,REPUBLICAN
37131,"2,938","5,772","4,218",13.8,4042,NORTH CAROLINA,NORTHAMPTON,8,REPUBLICAN
