FIPS_Code,Less_hschool_diploma_2015_2019,Hschool_diploma_only_2015_2019,some_college,Fouryr_college_degree_or_higher,Value,state,county_name,total_votes,winning_party
17173,"1,200","6,922","4,836",16.8,2000,ILLINOIS,SHELBY,9426,REPUBLICAN
17175,337,"1,615","1,266",17,587,ILLINOIS,STARK,815,DEMOCRAT
17177,"2,392","11,204","12,158",19.6,4997,ILLINOIS,STEPHENSON,9055,DEMOCRAT
17179,"6,791","29,594","32,368",26.3,10576,ILLINOIS,TAZEWELL,42513,REPUBLICAN
17181,"1,418","4,333","3,822",21.7,2835,ILLINOIS,UNION,6161,REPUBLICAN
17183,"6,097","21,768","17,169",14.7,12253,ILLINOIS,VERMILION,20725,REPUBLICAN
17185,770,"2,508","3,410",18.2,1533,ILLINOIS,WABASH,4237,REPUBLICAN
17187,"1,496","3,582","3,573",22.8,1805,ILLINOIS,WARREN,4676,REPUBLICAN
17189,787,"3,373","3,829",20.9,1099,ILLINOIS,WASHINGTON,6115,REPUBLICAN
17191,"1,390","4,022","4,341",15.4,2116,ILLINOIS,WAYNE,7176,REPUBLICAN
17193,999,"3,712","3,681",15.5,1906,ILLINOIS,WHITE,5791,REPUBLICAN
17195,"3,695","14,823","13,608",18.2,6176,ILLINOIS,WHITESIDE,14527,REPUBLICAN
17197,"40,481","121,538","134,770",34.3,44518,ILLINOIS,WILL,183915,DEMOCRAT
17199,"3,662","14,787","17,561",24.3,8627,ILLINOIS,WILLIAMSON,22801,REPUBLICAN
17201,"23,914","61,568","64,136",22.9,44613,ILLINOIS,WINNEBAGO,64056,DEMOCRAT
17203,"1,363","8,160","7,884",33.2,2269,ILLINOIS,WOODFORD,6160,DEMOCRAT
18000,"495,390","1,480,084","1,282,863",26.5,773367,,,,
18001,"3,248","8,620","6,088",15.5,4444,INDIANA,ADAMS,3236,DEMOCRAT
18003,"25,804","68,442","79,036",28.5,39176,INDIANA,ALLEN,92083,REPUBLICAN
18005,"5,276","17,270","14,703",33.5,9205,INDIANA,BARTHOLOMEW,22410,REPUBLICAN
18007,591,"2,504","1,809",16.1,752,INDIANA,BENTON,3007,REPUBLICAN
18009,900,"4,216","2,242",13.5,1474,INDIANA,BLACKFORD,3841,REPUBLICAN
18011,"2,749","8,436","10,786",49.3,4619,INDIANA,BOONE,22351,REPUBLICAN
18013,903,"3,756","3,469",28.9,1565,INDIANA,BROWN,5777,REPUBLICAN
18015,"1,619","5,716","4,340",16.7,1739,INDIANA,CARROLL,7086,REPUBLICAN
18017,"3,775","10,301","8,287",13.3,4630,INDIANA,CASS,4304,DEMOCRAT
18019,"8,522","27,939","27,181",21.2,11267,INDIANA,CLARK,33668,REPUBLICAN
18021,"1,574","7,980","5,569",17,2920,INDIANA,CLAY,9499,REPUBLICAN
18023,"3,036","9,142","5,527",16.3,3545,INDIANA,CLINTON,9334,REPUBLICAN
18025,"1,445","3,394","1,786",10.3,1723,INDIANA,CRAWFORD,3483,REPUBLICAN
18027,"5,387","6,989","5,472",13.2,3686,INDIANA,DAVIESS,9576,REPUBLICAN
18029,"3,556","13,327","9,555",22.9,4546,INDIANA,DEARBORN,5446,DEMOCRAT
18031,"1,618","7,853","4,706",20.6,2502,INDIANA,DECATUR,9575,REPUBLICAN
18033,"2,827","12,221","8,680",18,4040,INDIANA,DEKALB,4966,DEMOCRAT
18035,"7,298","24,955","21,928",23.7,22680,INDIANA,DELAWARE,26827,REPUBLICAN
18037,"3,071","10,971","7,783",23.7,2465,INDIANA,DUBOIS,6292,DEMOCRAT
18039,"24,936","45,057","34,079",19.8,19316,INDIANA,ELKHART,46972,REPUBLICAN
18041,"2,907","6,823","4,339",13.3,3059,INDIANA,FAYETTE,7755,REPUBLICAN
18043,"4,899","16,416","16,116",29.6,8161,INDIANA,FLOYD,23400,REPUBLICAN
18045,"1,267","5,035","3,503",14.9,2000,INDIANA,FOUNTAIN,6154,REPUBLICAN
18047,"1,967","6,609","3,683",21.1,2073,INDIANA,FRANKLIN,9691,REPUBLICAN
18049,"1,692","5,625","4,337",15.8,1876,INDIANA,FULTON,6694,REPUBLICAN
18051,"1,853","9,332","7,516",18,3050,INDIANA,GIBSON,4023,DEMOCRAT
18053,"5,634","17,822","12,713",17.9,9713,INDIANA,GRANT,8015,DEMOCRAT
18055,"2,745","9,366","7,272",14.9,4242,INDIANA,GREENE,3389,DEMOCRAT
18057,"6,748","31,346","47,335",59.3,14199,INDIANA,HAMILTON,88390,DEMOCRAT
18059,"3,666","16,857","15,091",30.8,3978,INDIANA,HANCOCK,28996,REPUBLICAN
18061,"3,236","11,097","8,434",18.7,3276,INDIANA,HARRISON,5343,DEMOCRAT
18063,"6,540","29,955","32,107",37,8123,INDIANA,HENDRICKS,53802,REPUBLICAN
18065,"3,673","15,031","10,006",16.4,5709,INDIANA,HENRY,5544,DEMOCRAT
18067,"5,979","20,459","18,263",21.6,9880,INDIANA,HOWARD,26449,REPUBLICAN
18069,"2,042","10,344","7,611",20.1,3407,INDIANA,HUNTINGTON,4255,DEMOCRAT
18071,"3,803","12,556","8,599",16.7,4391,INDIANA,JACKSON,4302,DEMOCRAT
18073,"2,654","9,735","6,930",14.3,2854,INDIANA,JASPER,3798,DEMOCRAT
18075,"1,646","6,723","3,809",11.4,2510,INDIANA,JAY,6361,REPUBLICAN
18077,"2,298","9,448","6,576",17.9,3476,INDIANA,JEFFERSON,9663,REPUBLICAN
18079,"2,315","8,687","5,682",12,3169,INDIANA,JENNINGS,9490,REPUBLICAN
18081,"8,090","31,891","29,001",32.7,9294,INDIANA,JOHNSON,51219,REPUBLICAN
18083,"2,772","8,764","8,825",16.9,4381,INDIANA,KNOX,4067,DEMOCRAT
18085,"7,567","18,395","14,536",23.3,6996,INDIANA,KOSCIUSKO,8364,DEMOCRAT
18087,"8,649","6,909","4,703",10.5,2943,INDIANA,LAGRANGE,8110,REPUBLICAN
18089,"37,191","114,960","101,723",22.6,69073,INDIANA,LAKE,91760,REPUBLICAN
18091,"8,903","30,572","23,833",18,13771,INDIANA,LAPORTE,25997,REPUBLICAN
18093,"3,778","13,593","9,714",15.8,4670,INDIANA,LAWRENCE,4961,DEMOCRAT
18095,"10,441","35,520","27,541",18.4,16056,INDIANA,MADISON,31215,REPUBLICAN
18097,"87,377","175,257","170,346",30.9,143107,INDIANA,MARION,247772,DEMOCRAT
18099,"4,630","11,918","8,140",19.7,4947,INDIANA,MARSHALL,5712,DEMOCRAT
18101,848,"3,041","2,253",13.7,1098,INDIANA,MARTIN,4029,REPUBLICAN
18103,"3,459","10,480","7,767",13,4162,INDIANA,MIAMI,3235,DEMOCRAT
18105,"6,143","18,748","20,968",45.7,27710,INDIANA,MONROE,39861,DEMOCRAT
18107,"2,666","10,748","7,881",18.2,4478,INDIANA,MONTGOMERY,4213,DEMOCRAT
18109,"5,736","18,964","15,221",17.3,6201,INDIANA,MORGAN,7781,DEMOCRAT
18111,"1,412","4,239","3,080",11.9,1300,INDIANA,NEWTON,4942,REPUBLICAN
18113,"5,168","13,231","8,791",13.7,3662,INDIANA,NOBLE,4660,DEMOCRAT
18115,541,"1,889","1,306",14.7,554,INDIANA,OHIO,668,DEMOCRAT
18117,"2,282","6,317","3,481",10.9,2728,INDIANA,ORANGE,6432,REPUBLICAN
18119,"2,183","6,637","4,179",13.1,2447,INDIANA,OWEN,7286,REPUBLICAN
18121,"1,661","4,876","4,056",12,2308,INDIANA,PARKE,5400,REPUBLICAN
18123,"1,321","6,090","4,010",16.1,2113,INDIANA,PERRY,5345,REPUBLICAN
18125,"1,151","3,637","2,695",14.1,1140,INDIANA,PIKE,4692,REPUBLICAN
18127,"7,417","40,530","34,819",28.4,13421,INDIANA,PORTER,45008,REPUBLICAN
18129,"1,181","6,852","5,972",21.9,2167,INDIANA,POSEY,9206,REPUBLICAN
18131,"1,005","4,016","2,586",12.8,1357,INDIANA,PULASKI,4246,REPUBLICAN
18133,"2,762","10,512","7,374",16.8,3408,INDIANA,PUTNAM,3946,DEMOCRAT
18135,"2,164","7,521","5,152",14.3,3222,INDIANA,RANDOLPH,8312,REPUBLICAN
18137,"2,054","8,400","5,317",18,2525,INDIANA,RIPLEY,2774,DEMOCRAT
18139,"1,456","5,346","3,112",13.9,1785,INDIANA,RUSH,6035,REPUBLICAN
18141,"20,212","54,163","49,695",29.6,39848,INDIANA,ST. JOSEPH,59896,DEMOCRAT
18143,"2,760","7,158","4,564",12,3194,INDIANA,SCOTT,7331,REPUBLICAN
18145,"3,911","13,101","8,107",18.7,4414,INDIANA,SHELBY,5023,DEMOCRAT
18147,"1,368","6,628","4,210",15.2,1728,INDIANA,SPENCER,7357,REPUBLICAN
18149,"2,385","6,656","4,881",11.9,3046,INDIANA,STARKE,7466,REPUBLICAN
18151,"2,103","9,414","7,074",21.8,2846,INDIANA,STEUBEN,4513,DEMOCRAT
18153,"1,680","6,592","4,838",12.1,2643,INDIANA,SULLIVAN,6691,REPUBLICAN
18155,"1,171","3,363","1,928",10.9,1529,INDIANA,SWITZERLAND,964,DEMOCRAT
18157,"8,855","26,901","29,086",38.7,28780,INDIANA,TIPPECANOE,35017,DEMOCRAT
18159,"1,159","4,419","2,579",24.7,1166,INDIANA,TIPTON,6110,REPUBLICAN
18161,633,"2,184","1,288",18.5,667,INDIANA,UNION,736,DEMOCRAT
18163,"12,306","40,315","37,927",27,25190,INDIANA,VANDERBURGH,41844,REPUBLICAN
18165,986,"4,731","3,644",14.2,1859,INDIANA,VERMILLION,5184,REPUBLICAN
18167,"8,059","22,137","21,625",25.1,20241,INDIANA,VIGO,24545,REPUBLICAN
18169,"2,426","9,224","6,070",18.1,3163,INDIANA,WABASH,3494,DEMOCRAT
18171,473,"2,456","1,810",19.4,766,INDIANA,WARREN,974,DEMOCRAT
18173,"2,898","13,402","13,590",30.3,3888,INDIANA,WARRICK,21326,REPUBLICAN
18175,"2,890","8,330","5,518",13.4,3325,INDIANA,WASHINGTON,9114,REPUBLICAN
18177,"6,163","16,997","14,095",18.2,9577,INDIANA,WAYNE,9524,DEMOCRAT
18179,"1,471","7,628","6,420",18.2,2041,INDIANA,WELLS,2928,DEMOCRAT
18181,"1,868","6,917","5,120",16.4,2429,INDIANA,WHITE,7957,REPUBLICAN
18183,"1,906","9,160","7,464",20.7,2559,INDIANA,WHITLEY,4234,DEMOCRAT
19000,"165,514","648,398","681,042",28.6,337156,,,,
19001,296,"2,074","1,800",18.5,750,IOWA,ADAIR,823,DEMOCRAT
19003,166,"1,042","1,040",15.6,450,IOWA,ADAMS,781,REPUBLICAN
19005,"1,135","3,811","3,008",17.8,1745,IOWA,ALLAMAKEE,508,DEMOCRAT
19007,876,"3,251","3,320",16.3,2373,IOWA,APPANOOSE,543,DEMOCRAT
19009,424,"1,495","1,423",17.1,587,IOWA,AUDUBON,808,DEMOCRAT
19011,"1,050","6,555","6,221",22.1,1964,IOWA,BENTON,6081,REPUBLICAN
19013,"7,204","25,525","26,629",29.1,17407,IOWA,BLACK HAWK,9196,DEMOCRAT
19015,"1,128","5,848","6,879",25.3,2227,IOWA,BOONE,4982,DEMOCRAT
19017,591,"5,412","5,389",30.7,1581,IOWA,BREMER,4575,REPUBLICAN
19019,826,"5,398","4,763",21.5,1984,IOWA,BUCHANAN,3913,REPUBLICAN
19021,"2,708","3,812","3,567",19.7,1903,IOWA,BUENA VISTA,829,DEMOCRAT
19023,770,"3,903","3,833",17.3,1492,IOWA,BUTLER,728,DEMOCRAT
19025,433,"2,659","2,599",18.7,1032,IOWA,CALHOUN,448,DEMOCRAT
19027,889,"5,045","4,749",22.4,1631,IOWA,CARROLL,800,DEMOCRAT
19029,"1,119","3,538","2,802",20.1,1798,IOWA,CASS,561,DEMOCRAT
19031,573,"4,872","4,636",22.2,1433,IOWA,CEDAR,3446,REPUBLICAN
19033,"2,239","9,341","11,771",23.6,3504,IOWA,CERRO GORDO,8104,DEMOCRAT
19035,563,"2,931","2,869",22.2,1105,IOWA,CHEROKEE,406,DEMOCRAT
19037,594,"3,617","2,651",17.2,1012,IOWA,CHICKASAW,388,DEMOCRAT
19039,782,"2,485","2,103",16,1078,IOWA,CLARKE,336,DEMOCRAT
19041,732,"3,917","4,138",22.7,1627,IOWA,CLAY,489,DEMOCRAT
19043,"1,279","5,492","3,688",17.7,1910,IOWA,CLAYTON,945,DEMOCRAT
19045,"2,970","12,654","11,177",17.9,6009,IOWA,CLINTON,8771,DEMOCRAT
19047,"2,204","4,152","3,172",14.3,2074,IOWA,CRAWFORD,600,DEMOCRAT
19049,"2,484","10,067","15,685",50.4,3956,IOWA,DALLAS,6844,DEMOCRAT
19051,944,"1,819","1,740",19.5,1021,IOWA,DAVIS,776,DEMOCRAT
19053,529,"1,813","1,286",25,1309,IOWA,DECATUR,893,REPUBLICAN
19055,979,"5,045","3,807",16.6,1450,IOWA,DELAWARE,4075,REPUBLICAN
19057,"2,184","9,177","10,545",20.1,5703,IOWA,DES MOINES,7024,DEMOCRAT
19059,510,"3,351","4,610",33.6,1192,IOWA,DICKINSON,637,DEMOCRAT
19061,"4,731","21,221","18,955",30.8,10030,IOWA,DUBUQUE,4970,DEMOCRAT
19063,604,"2,127","2,526",18.8,999,IOWA,EMMET,372,DEMOCRAT
19065,"1,142","5,453","4,657",18.3,2489,IOWA,FAYETTE,3621,REPUBLICAN
19067,"1,076","3,846","3,791",19.8,1802,IOWA,FLOYD,781,DEMOCRAT
19069,630,"2,544","2,633",18,1105,IOWA,FRANKLIN,569,DEMOCRAT
19071,393,"1,677","1,977",18.9,789,IOWA,FREMONT,761,DEMOCRAT
19073,415,"2,502","2,211",18.7,986,IOWA,GREENE,315,DEMOCRAT
19075,470,"2,724","3,027",27.9,659,IOWA,GRUNDY,777,DEMOCRAT
19077,519,"2,934","2,591",19.8,929,IOWA,GUTHRIE,555,DEMOCRAT
19079,709,"3,416","3,859",24.3,1320,IOWA,HAMILTON,691,DEMOCRAT
19081,511,"2,792","2,550",23.8,945,IOWA,HANCOCK,538,DEMOCRAT
19083,919,"4,220","4,492",20.8,1689,IOWA,HARDIN,819,DEMOCRAT
19085,838,"3,676","3,445",19.5,1206,IOWA,HARRISON,769,DEMOCRAT
19087,"1,017","4,915","5,044",19.6,2142,IOWA,HENRY,684,DEMOCRAT
19089,571,"2,511","2,203",15.8,865,IOWA,HOWARD,487,DEMOCRAT
19091,481,"2,482","2,317",21.2,1010,IOWA,HUMBOLDT,371,DEMOCRAT
19093,325,"1,861","1,716",18.6,704,IOWA,IDA,625,DEMOCRAT
19095,697,"4,188","4,267",18.8,1056,IOWA,IOWA,936,DEMOCRAT
19097,"1,015","5,726","4,280",19.2,2362,IOWA,JACKSON,949,DEMOCRAT
19099,"1,586","10,765","8,787",18.8,2968,IOWA,JASPER,7071,REPUBLICAN
19101,928,"3,812","4,602",31.5,2386,IOWA,JEFFERSON,526,DEMOCRAT
19103,"4,429","14,245","22,636",52.8,22937,IOWA,JOHNSON,48664,DEMOCRAT
19105,"1,124","5,805","4,880",19.5,1844,IOWA,JONES,3814,REPUBLICAN
19107,510,"2,888","2,451",18.3,1150,IOWA,KEOKUK,951,DEMOCRAT
19109,640,"3,938","4,105",17.5,1506,IOWA,KOSSUTH,585,DEMOCRAT
19111,"1,706","9,902","8,657",16.4,4859,IOWA,LEE,5261,REPUBLICAN
19113,"8,290","40,706","51,669",33.1,24600,IOWA,LINN,55470,DEMOCRAT
19115,"1,226","2,909","2,433",14.9,999,IOWA,LOUISA,543,DEMOCRAT
19117,472,"2,458","2,012",17,1263,IOWA,LUCAS,955,DEMOCRAT
19119,717,"2,827","2,500",20.7,858,IOWA,LYON,756,DEMOCRAT
19121,634,"4,014","3,643",24.5,1114,IOWA,MADISON,788,DEMOCRAT
19123,"1,170","5,914","4,573",22,2316,IOWA,MAHASKA,611,DEMOCRAT
19125,"1,469","7,504","6,678",28.8,2636,IOWA,MARION,7146,REPUBLICAN
19127,"4,280","9,062","8,174",18.8,4947,IOWA,MARSHALL,6207,DEMOCRAT
19129,745,"3,519","3,572",24.1,1283,IOWA,MILLS,632,DEMOCRAT
19131,597,"2,790","2,494",19,961,IOWA,MITCHELL,450,DEMOCRAT
19133,490,"2,434","2,457",15.3,1028,IOWA,MONONA,948,DEMOCRAT
19135,659,"2,100","1,680",17.4,811,IOWA,MONROE,844,DEMOCRAT
19137,668,"2,459","2,569",18.5,1279,IOWA,MONTGOMERY,437,DEMOCRAT
19139,"3,159","10,099","9,214",21.5,4249,IOWA,MUSCATINE,6687,DEMOCRAT
19141,752,"3,823","3,205",18.8,1365,IOWA,O'BRIEN,445,DEMOCRAT
19143,491,"1,555","1,444",17.9,544,IOWA,OSCEOLA,370,DEMOCRAT
19145,944,"4,061","3,877",20.2,2020,IOWA,PAGE,544,DEMOCRAT
19147,449,"1,795","2,335",25.5,952,IOWA,PALO ALTO,397,DEMOCRAT
19149,"1,159","5,696","6,066",23.2,1796,IOWA,PLYMOUTH,984,DEMOCRAT
19151,381,"1,921","1,844",15,654,IOWA,POCAHONTAS,700,DEMOCRAT
19153,"26,967","77,802","96,514",36.7,48468,IOWA,POLK,69655,REPUBLICAN
19155,"6,658","20,652","22,321",21.5,10002,IOWA,POTTAWATTAMIE,4513,DEMOCRAT
19157,730,"4,564","3,595",26.1,1951,IOWA,POWESHIEK,817,DEMOCRAT
19159,250,"1,271","1,188",21.4,713,IOWA,RINGGOLD,944,REPUBLICAN
19161,500,"2,562","2,489",20,903,IOWA,SAC,948,DEMOCRAT
19163,"8,374","34,586","36,685",31.8,20016,IOWA,SCOTT,9100,DEMOCRAT
19165,624,"2,910","2,877",22.2,970,IOWA,SHELBY,418,DEMOCRAT
19167,"2,022","6,254","6,419",29.1,2272,IOWA,SIOUX,9461,REPUBLICAN
19169,"1,445","8,859","14,281",51.6,13727,IOWA,STORY,8208,REPUBLICAN
19171,"1,014","4,652","4,120",15.8,2168,IOWA,TAMA,3505,REPUBLICAN
19173,419,"1,641","1,588",14.5,753,IOWA,TAYLOR,891,REPUBLICAN
19175,822,"3,000","3,099",18,1433,IOWA,UNION,480,DEMOCRAT
19177,542,"1,953","1,798",14.4,895,IOWA,VAN BUREN,931,REPUBLICAN
19179,"2,839","8,369","8,231",18.8,4842,IOWA,WAPELLO,5574,REPUBLICAN
19181,"1,527","10,127","10,749",31.9,3621,IOWA,WARREN,9463,DEMOCRAT
19183,"1,275","5,834","4,510",21.8,1971,IOWA,WASHINGTON,3591,REPUBLICAN
19185,528,"1,936","1,346",12.7,1211,IOWA,WAYNE,544,DEMOCRAT
19187,"2,349","8,347","9,046",19.9,4005,IOWA,WEBSTER,5939,REPUBLICAN
19189,538,"2,428","2,603",21.8,1011,IOWA,WINNEBAGO,651,DEMOCRAT
19191,632,"4,382","4,197",30.6,1549,IOWA,WINNESHIEK,755,DEMOCRAT
19193,"8,510","21,167","20,924",23.1,12882,IOWA,WOODBURY,4907,DEMOCRAT
19195,353,"1,921","2,080",17.5,711,IOWA,WORTH,871,REPUBLICAN
19197,677,"3,264","3,384",17.2,1364,IOWA,WRIGHT,606,DEMOCRAT
20000,"172,126","492,807","602,276",33.4,319931,,,,
20001,693,"2,830","3,297",20.3,2067,KANSAS,ALLEN,4218,REPUBLICAN
20003,469,"2,196","1,616",18.1,982,KANSAS,ANDERSON,782,DEMOCRAT
20005,736,"3,889","3,276",22,2051,KANSAS,ATCHISON,4906,REPUBLICAN
20007,285,"1,085","1,181",20.7,593,KANSAS,BARBER,291,DEMOCRAT
20009,"1,879","5,714","6,530",20.9,3345,KANSAS,BARTON,8608,REPUBLICAN
20011,827,"3,000","3,637",21.7,2185,KANSAS,BOURBON,5023,REPUBLICAN
20013,445,"2,446","2,269",21.2,1454,KANSAS,BROWN,3262,REPUBLICAN
20015,"3,293","11,330","16,152",29.8,5460,KANSAS,BUTLER,9181,DEMOCRAT
20017,149,529,678,25.5,285,KANSAS,CHASE,345,DEMOCRAT
20019,320,832,857,15.9,518,KANSAS,CHAUTAUQUA,212,DEMOCRAT
20021,"1,403","4,536","5,204",19.6,3016,KANSAS,CHEROKEE,6766,REPUBLICAN
20023,123,590,645,28.9,301,KANSAS,CHEYENNE,224,DEMOCRAT
20025,74,384,586,26.1,238,KANSAS,CLARK,904,REPUBLICAN
20027,403,"1,987","1,747",26.7,780,KANSAS,CLAY,894,DEMOCRAT
20029,423,"1,894","2,246",24,1123,KANSAS,CLOUD,920,DEMOCRAT
20031,425,"1,871","2,105",24.5,903,KANSAS,COFFEY,964,DEMOCRAT
20033,76,435,537,16,187,KANSAS,COMANCHE,762,REPUBLICAN
20035,"2,180","6,984","9,099",21.8,4416,KANSAS,COWLEY,9656,REPUBLICAN
20037,"1,837","6,808","7,666",29.9,6828,KANSAS,CRAWFORD,6179,DEMOCRAT
20039,129,760,774,22.5,361,KANSAS,DECATUR,218,DEMOCRAT
20041,"1,115","4,327","4,617",22.9,1764,KANSAS,DICKINSON,7126,REPUBLICAN
20043,484,"1,839","1,623",21.1,810,KANSAS,DONIPHAN,686,DEMOCRAT
20045,"3,231","12,818","19,072",49.6,17127,KANSAS,DOUGLAS,40785,DEMOCRAT
20047,309,596,826,18.1,322,KANSAS,EDWARDS,271,DEMOCRAT
20049,217,802,571,15.6,481,KANSAS,ELK,195,DEMOCRAT
20051,"1,168","4,696","5,255",36.3,3596,KANSAS,ELLIS,9758,REPUBLICAN
20053,379,"1,552","1,708",19.5,490,KANSAS,ELLSWORTH,648,DEMOCRAT
20055,"6,238","4,772","6,838",17.1,4647,KANSAS,FINNEY,7236,REPUBLICAN
20057,"5,378","5,142","6,214",17.7,4522,KANSAS,FORD,5803,REPUBLICAN
20059,"1,341","6,432","5,848",20.4,2594,KANSAS,FRANKLIN,8479,REPUBLICAN
20061,"1,138","4,560","8,331",23.2,3586,KANSAS,GEARY,5323,REPUBLICAN
20063,153,698,695,19.7,246,KANSAS,GOVE,166,DEMOCRAT
20065,141,605,683,24.7,288,KANSAS,GRAHAM,228,DEMOCRAT
20067,"1,013","1,143","1,597",14.9,743,KANSAS,GRANT,518,DEMOCRAT
20069,855,850,"1,309",20.2,448,KANSAS,GRAY,341,DEMOCRAT
20071,105,218,267,27.2,131,KANSAS,GREELEY,78,DEMOCRAT
20073,335,"1,602","1,598",19.9,873,KANSAS,GREENWOOD,569,DEMOCRAT
20075,319,664,370,18.7,332,KANSAS,HAMILTON,698,REPUBLICAN
20077,401,"1,512","1,327",16.2,751,KANSAS,HARPER,461,DEMOCRAT
20079,"2,169","5,397","7,618",33.2,3058,KANSAS,HARVEY,6747,DEMOCRAT
20081,685,478,894,17.1,379,KANSAS,HASKELL,268,DEMOCRAT
20083,117,273,517,30.8,184,KANSAS,HODGEMAN,875,REPUBLICAN
20085,480,"3,487","3,156",20.2,1410,KANSAS,JACKSON,4517,REPUBLICAN
20087,859,"5,261","4,056",23.2,1456,KANSAS,JEFFERSON,6334,REPUBLICAN
20089,151,869,755,19.3,369,KANSAS,JEWELL,212,DEMOCRAT
20091,"16,130","57,706","101,879",56,31666,KANSAS,JOHNSON,184259,DEMOCRAT
20093,555,747,664,14.7,389,KANSAS,KEARNY,267,DEMOCRAT
20095,334,"1,716","1,880",24.4,783,KANSAS,KINGMAN,752,DEMOCRAT
20097,191,438,534,28.1,281,KANSAS,KIOWA,980,REPUBLICAN
20099,"1,410","4,397","5,432",18.7,3027,KANSAS,LABETTE,5735,REPUBLICAN
20101,61,340,420,23.1,157,KANSAS,LANE,762,REPUBLICAN
20103,"4,268","15,417","17,698",31.5,6255,KANSAS,LEAVENWORTH,21610,REPUBLICAN
20105,143,662,841,22.8,350,KANSAS,LINCOLN,266,DEMOCRAT
20107,702,"2,658","2,375",16.2,1148,KANSAS,LINN,896,DEMOCRAT
20109,172,539,886,16.6,274,KANSAS,LOGAN,186,DEMOCRAT
20111,"2,336","5,838","6,260",27.5,4790,KANSAS,LYON,7550,REPUBLICAN
20113,"1,698","5,415","6,874",28,1991,KANSAS,MCPHERSON,9964,REPUBLICAN
20115,692,"2,489","2,969",25,1191,KANSAS,MARION,4465,REPUBLICAN
20117,529,"2,862","2,108",18.9,896,KANSAS,MARSHALL,3729,REPUBLICAN
20119,532,726,937,20.3,380,KANSAS,MEADE,263,DEMOCRAT
20121,917,"7,216","7,801",29.8,2294,KANSAS,MIAMI,5247,DEMOCRAT
20123,215,"1,260","1,593",26.1,630,KANSAS,MITCHELL,558,DEMOCRAT
20125,"2,452","6,400","8,810",19.5,4807,KANSAS,MONTGOMERY,9931,REPUBLICAN
20127,356,"1,460","1,360",21.4,582,KANSAS,MORRIS,729,DEMOCRAT
20129,298,521,721,17.3,292,KANSAS,MORTON,150,DEMOCRAT
20131,386,"2,634","1,923",25.4,872,KANSAS,NEMAHA,927,DEMOCRAT
20133,993,"3,508","4,327",18.1,2426,KANSAS,NEOSHO,4970,REPUBLICAN
20135,191,653,850,19.4,283,KANSAS,NESS,149,DEMOCRAT
20137,437,"1,385","1,420",18.8,527,KANSAS,NORTON,364,DEMOCRAT
20139,"1,016","4,297","3,564",19.2,2231,KANSAS,OSAGE,5705,REPUBLICAN
20141,154,878,906,23.6,445,KANSAS,OSBORNE,281,DEMOCRAT
20143,207,"1,444","1,434",24.5,553,KANSAS,OTTAWA,506,DEMOCRAT
20145,465,"1,640","1,882",19.6,755,KANSAS,PAWNEE,643,DEMOCRAT
20147,285,"1,364","1,268",21.8,565,KANSAS,PHILLIPS,318,DEMOCRAT
20149,868,"4,386","4,731",33.8,1735,KANSAS,POTTAWATOMIE,9452,REPUBLICAN
20151,483,"1,520","2,249",30.3,981,KANSAS,PRATT,933,DEMOCRAT
20153,78,550,774,24.1,352,KANSAS,RAWLINS,214,DEMOCRAT
20155,"4,946","11,937","17,183",20.9,7882,KANSAS,RENO,8886,DEMOCRAT
20157,139,"1,179","1,225",25.5,553,KANSAS,REPUBLIC,424,DEMOCRAT
20159,525,"1,824","2,464",22.8,1042,KANSAS,RICE,965,DEMOCRAT
20161,"1,602","7,200","11,732",45.6,13334,KANSAS,RILEY,12765,DEMOCRAT
20163,406,"1,090","1,262",23.1,509,KANSAS,ROOKS,339,DEMOCRAT
20165,172,651,844,23.7,362,KANSAS,RUSH,295,DEMOCRAT
20167,602,"1,373","1,901",23.1,974,KANSAS,RUSSELL,600,DEMOCRAT
20169,"3,162","11,147","12,640",27.3,6514,KANSAS,SALINE,8214,DEMOCRAT
20171,501,869,"1,042",25.1,372,KANSAS,SCOTT,299,DEMOCRAT
20173,"34,504","87,563","107,875",30.9,64061,KANSAS,SEDGWICK,95870,DEMOCRAT
20175,"4,356","3,714","3,432",11,2969,KANSAS,SEWARD,3372,REPUBLICAN
20177,"9,375","37,832","36,081",30.9,16817,KANSAS,SHAWNEE,43015,DEMOCRAT
20179,71,620,726,22,294,KANSAS,SHERIDAN,147,DEMOCRAT
20181,314,"1,240","1,649",21.8,725,KANSAS,SHERMAN,396,DEMOCRAT
20183,188,970,941,22.3,407,KANSAS,SMITH,336,DEMOCRAT
20185,269,847,"1,042",25.2,559,KANSAS,STAFFORD,357,DEMOCRAT
20187,274,377,382,19,206,KANSAS,STANTON,614,REPUBLICAN
20189,767,909,"1,364",13.7,524,KANSAS,STEVENS,237,DEMOCRAT
20191,"1,204","5,450","5,326",23.3,2542,KANSAS,SUMNER,8105,REPUBLICAN
20193,338,"1,324","2,220",22.6,670,KANSAS,THOMAS,625,DEMOCRAT
20195,144,664,795,24.8,295,KANSAS,TREGO,242,DEMOCRAT
20197,218,"1,648","1,715",24.2,472,KANSAS,WABAUNSEE,964,DEMOCRAT
20199,57,276,390,32.4,181,KANSAS,WALLACE,770,REPUBLICAN
20201,324,"1,571","1,178",20.3,502,KANSAS,WASHINGTON,475,DEMOCRAT
